sev_numeric,cvss_score,cwe,cwe_tier,has_mitigation,verified,duplicate,false_positive,scanner_confidence,risk_accepted,risk_label,log_age,cvss_x_sev,is_old,no_fix,high_cwe
1,2.5,400,3,0,0,0,0,2,0,1,5.652489180268651,2.5,1,1,1
2,3.4,561,1,1,1,0,0,1,0,1,5.575949103146316,6.8,1,0,0
0,0.8,20,2,0,1,0,0,2,0,0,6.20455776256869,0.0,1,1,1
2,3.5,415,1,1,0,0,0,5,0,1,4.30406509320417,7.0,0,0,0
1,1.5,248,2,0,1,0,0,1,1,1,5.932245187448011,1.5,1,1,1
2,3.3,415,1,0,1,0,0,1,0,1,4.3694478524670215,6.6,0,1,0
1,1.1,78,3,0,0,0,0,5,0,1,4.795790545596741,1.1,0,1,1
4,8.4,120,3,0,1,0,0,4,0,3,4.969813299576001,33.6,0,1,1
2,4.0,787,3,1,0,0,0,1,0,2,6.461468176353717,8.0,1,0,1
1,3.0,369,1,1,1,0,0,3,1,1,5.198497031265826,3.0,0,0,0
0,1.1,571,1,1,0,0,0,5,0,0,6.5337888379333435,0.0,1,0,0
1,0.7,362,1,0,1,0,0,1,0,1,5.267858159063328,0.7,1,1,0
0,0.5,20,2,1,0,0,0,5,0,0,5.41610040220442,0.0,1,0,1
1,2.2,754,2,0,1,0,0,1,0,1,4.532599493153256,2.2,0,1,1
2,3.6,563,1,1,0,0,0,5,0,1,3.5553480614894135,7.2,0,0,0
2,4.3,362,1,0,0,0,0,1,0,2,6.115892125483034,8.6,1,1,0
0,0.0,456,1,1,1,0,0,2,0,0,5.697093486505405,0.0,1,0,0
2,5.2,330,3,0,0,0,0,1,0,2,4.454347296253507,10.4,0,1,1
2,4.4,407,1,1,1,0,0,3,0,1,6.023447592961033,8.8,1,0,0
1,1.3,119,3,1,1,0,0,4,0,1,5.53338948872752,1.3,1,0,1
2,3.5,407,1,0,0,0,0,1,0,1,5.659482215759621,7.0,1,1,0
1,1.7,563,1,0,0,0,0,1,0,1,5.68697535633982,1.7,1,1,0
2,3.6,94,3,1,1,0,0,3,0,2,5.802118375377063,7.2,1,0,1
4,6.9,459,1,1,1,0,0,3,1,2,6.218600119691729,27.6,1,0,0
2,4.0,369,1,1,0,0,0,2,0,1,5.886104031450156,8.0,1,0,0
0,0.0,176,2,0,0,0,0,3,0,0,5.4116460518550396,0.0,1,1,1
1,2.3,400,3,1,1,0,0,1,0,1,4.875197323201151,2.3,0,0,1
1,2.0,369,1,0,1,0,0,2,0,1,4.51085950651685,2.0,0,1,0
0,0.0,362,1,0,0,0,0,2,0,0,6.318968113746434,0.0,1,1,0
0,0.0,908,2,1,0,0,0,1,0,0,6.2878585601617845,0.0,1,0,1
2,3.8,674,2,1,1,0,0,1,0,1,5.556828061699537,7.6,1,0,1
1,2.2,377,1,0,0,0,0,1,0,1,6.530877627725885,2.2,1,1,0
1,2.0,787,3,1,0,0,0,2,0,1,6.559615237493242,2.0,1,0,1
3,6.2,79,3,0,0,0,0,1,0,2,6.118097198041348,18.6,1,1,1
2,2.8,674,2,1,0,0,0,2,0,1,5.2574953720277815,5.6,1,0,1
3,6.5,377,1,1,0,0,0,1,0,2,5.91350300563827,19.5,1,0,0
1,2.0,330,3,0,1,0,0,2,0,2,6.398594934535208,2.0,1,1,1
2,6.0,119,3,0,1,0,0,5,0,2,5.916202062607435,12.0,1,1,1
1,1.7,563,1,0,0,0,0,2,0,1,5.8888779583328805,1.7,1,1,0
2,4.3,467,1,1,1,0,0,1,0,1,5.963579343618446,8.6,1,0,0
1,2.2,456,1,1,1,0,0,3,0,1,5.703782474656201,2.2,1,0,0
2,3.9,571,1,0,1,0,0,4,0,1,4.897839799950911,7.8,0,1,0
1,1.2,908,2,1,0,0,0,4,0,1,5.929589143389895,1.2,1,0,1
1,3.2,287,3,1,0,0,0,1,0,1,6.137727054086234,3.2,1,0,1
4,7.1,284,1,1,1,0,0,5,0,2,6.52649485957079,28.4,1,0,0
0,0.3,563,1,0,1,0,0,3,0,1,4.418840607796598,0.0,0,1,0
2,3.6,369,1,0,1,0,0,2,0,1,6.535241271013659,7.2,1,1,0
2,3.8,22,3,0,0,0,0,5,0,2,6.3784261836515865,7.6,1,1,1
2,5.1,407,1,1,0,0,0,4,0,1,5.153291594497779,10.2,0,0,0
0,0.0,787,3,1,0,0,0,5,0,0,5.017279836814924,0.0,0,0,1
1,3.0,377,1,1,0,0,0,3,0,1,4.897839799950911,3.0,0,0,0
1,1.6,459,1,0,0,0,0,3,0,1,6.171700597410915,1.6,1,1,0
1,2.3,570,1,1,1,0,0,5,0,0,6.309918278226516,2.3,1,0,0
3,6.7,78,3,1,0,0,0,5,0,2,5.857933154483459,20.1,1,0,1
3,6.4,415,1,0,1,0,0,3,0,2,6.22455842927536,19.200000000000003,1,1,0
4,6.2,787,3,1,0,0,0,4,0,2,6.343880434126331,24.8,1,0,1
2,4.6,561,1,1,0,0,0,5,0,1,6.502790045915623,9.2,1,0,0
2,3.9,561,1,1,0,0,0,3,0,1,6.220590170099739,7.8,1,0,0
3,5.9,415,1,0,0,0,0,3,0,2,4.564348191467836,17.700000000000003,0,1,0
2,4.2,327,3,1,1,0,0,5,1,2,6.336825731146441,8.4,1,0,1
2,2.9,20,2,0,0,0,0,2,0,1,6.431331081933479,5.8,1,1,1
2,3.8,94,3,1,0,0,0,1,0,2,5.736572297479192,7.6,1,0,1
1,2.1,459,1,1,0,0,0,4,0,0,4.74493212836325,2.1,0,0,0
3,7.2,287,3,1,0,0,0,2,0,2,5.0689042022202315,21.6,0,0,1
3,5.7,74,2,0,1,0,0,3,0,2,5.733341276897746,17.1,1,1,1
3,4.8,467,1,0,0,0,0,1,0,2,6.391917113392602,14.399999999999999,1,1,0
4,7.4,456,1,0,1,0,0,4,0,2,6.517671272912275,29.6,1,1,0
2,5.0,120,3,0,1,0,0,3,0,1,0.0,10.0,0,1,1
1,1.5,89,3,0,0,0,0,1,0,1,6.530877627725885,1.5,1,1,1
1,1.3,284,1,0,0,0,0,5,0,1,6.182084906716632,1.3,1,1,0
1,2.2,377,1,1,1,0,0,3,0,1,6.238324625039508,2.2,1,0,0
2,3.5,78,3,0,1,0,0,3,0,2,5.351858133476067,7.0,1,1,1
3,6.0,134,3,1,0,0,0,5,0,2,4.060443010546419,18.0,0,0,1
4,8.8,674,2,0,0,0,0,5,0,3,5.1298987149230735,35.2,0,1,1
2,4.1,79,3,1,1,0,0,2,0,2,5.780743515792329,8.2,1,0,1
2,4.1,20,2,1,1,0,0,4,0,1,5.5093883366279774,8.2,1,0,1
2,4.2,176,2,1,0,0,0,2,0,1,4.948759890378168,8.4,0,0,1
3,4.6,570,1,0,1,0,0,1,0,2,2.302585092994046,13.799999999999999,0,1,0
3,6.3,330,3,1,1,0,0,3,0,2,6.234410725718371,18.9,1,0,1
4,8.7,22,3,1,0,0,0,3,0,3,4.770684624465665,34.8,0,0,1
2,4.5,94,3,0,0,0,0,3,0,2,6.349138991379798,9.0,1,1,1
3,5.8,407,1,0,1,0,0,2,1,2,6.570882962339584,17.4,1,1,0
3,5.8,134,3,1,0,0,0,4,0,2,4.962844630259907,17.4,0,0,1
1,2.2,570,1,0,1,0,0,4,0,1,5.7430031878094825,2.2,1,1,0
2,3.8,456,1,0,1,0,0,4,0,1,3.6635616461296463,7.6,0,1,0
1,2.4,94,3,1,0,0,0,1,0,1,2.1972245773362196,2.4,0,0,1
3,5.7,287,3,0,1,0,0,1,0,2,6.423246963533519,17.1,1,1,1
1,3.3,467,1,1,1,0,0,4,0,1,6.561030665896573,3.3,1,0,0
3,6.7,570,1,1,0,0,0,4,0,2,5.82600010738045,20.1,1,0,0
1,3.2,79,3,1,1,0,0,2,0,1,2.8903717578961645,3.2,0,0,1
2,2.8,415,1,0,1,0,0,1,0,1,6.39024066706535,5.6,1,1,0
2,2.9,79,3,0,1,0,0,2,1,2,5.993961427306569,5.8,1,1,1
1,2.0,407,1,1,1,0,0,5,0,1,6.56244409369372,2.0,1,0,0
0,0.0,377,1,1,0,0,0,3,0,0,4.605170185988092,0.0,0,0,0
2,2.7,22,3,1,0,0,0,3,0,1,5.278114659230517,5.4,1,0,1
2,4.9,134,3,0,1,0,0,2,0,1,6.302618975744905,9.8,1,1,1
2,5.7,415,1,0,0,0,0,1,0,2,5.700443573390687,11.4,1,1,0
2,4.2,120,3,0,1,0,0,4,0,2,6.175867270105761,8.4,1,1,1
1,1.3,94,3,1,0,0,0,3,0,1,6.0112671744041615,1.3,1,0,1
3,6.1,459,1,1,0,0,0,2,0,2,3.5553480614894135,18.299999999999997,0,0,0
1,3.7,79,3,1,1,0,0,3,0,1,5.4638318050256105,3.7,1,0,1
2,3.7,674,2,1,1,0,0,2,0,1,5.384495062789089,7.4,1,0,1
4,7.6,369,1,0,0,0,0,1,0,2,6.068425588244111,30.4,1,1,0
2,4.9,79,3,1,0,0,0,2,0,2,5.768320995793772,9.8,1,0,1
2,4.9,284,1,0,1,0,0,1,0,1,5.855071922202427,9.8,1,1,0
0,0.0,400,3,1,1,0,0,3,0,0,4.820281565605037,0.0,0,0,1
1,1.8,459,1,0,1,0,0,4,0,1,6.520621127558696,1.8,1,1,0
1,1.6,456,1,0,0,0,0,1,0,1,6.306275286948016,1.6,1,1,0
3,6.9,787,3,0,0,0,0,1,0,2,5.308267697401205,20.700000000000003,1,1,1
1,1.4,459,1,1,1,0,0,2,0,0,6.212606095751519,1.4,1,0,0
1,2.9,284,1,1,1,0,0,1,0,1,5.147494476813453,2.9,0,0,0
1,2.1,787,3,1,1,0,0,5,0,1,5.87493073085203,2.1,1,0,1
2,5.9,79,3,1,1,0,0,2,0,2,5.278114659230517,11.8,1,0,1
3,6.5,330,3,0,0,0,0,2,0,2,5.438079308923196,19.5,1,1,1
1,1.7,570,1,1,0,0,0,1,0,1,6.278521424165844,1.7,1,0,0
2,2.6,0,0,1,0,0,0,1,0,1,5.908082938168931,5.2,1,0,0
1,1.8,570,1,0,0,0,0,3,0,1,4.948759890378168,1.8,0,1,0
3,4.7,377,1,1,1,0,0,1,0,1,6.536691597591305,14.100000000000001,1,0,0
0,0.0,248,2,1,0,0,0,4,0,0,4.574710978503383,0.0,0,0,1
3,4.3,571,1,1,1,0,0,3,0,1,5.996452088619021,12.899999999999999,1,0,0
2,4.1,134,3,0,0,0,0,4,0,2,4.564348191467836,8.2,0,1,1
1,1.7,287,3,0,1,0,0,2,0,1,5.225746673713202,1.7,1,1,1
3,5.9,563,1,0,0,0,0,1,0,2,5.1298987149230735,17.700000000000003,0,1,0
3,5.4,134,3,0,1,0,0,4,0,2,6.511745329644728,16.200000000000003,1,1,1
3,6.0,287,3,1,1,0,0,5,1,2,4.787491742782046,18.0,0,0,1
1,1.3,176,2,0,0,0,0,3,0,1,6.3578422665081,1.3,1,1,1
2,4.2,787,3,0,0,0,0,3,0,2,5.342334251964811,8.4,1,1,1
1,1.9,20,2,1,1,0,0,2,0,1,5.8888779583328805,1.9,1,0,1
2,5.9,561,1,1,0,0,0,4,0,1,6.359573868672378,11.8,1,0,0
4,7.9,200,1,1,1,0,0,1,0,2,6.418364935936212,31.6,1,0,0
3,5.8,674,2,0,0,0,0,2,0,2,2.4849066497880004,17.4,0,1,1
3,5.7,119,3,1,0,0,0,3,0,2,6.486160788944089,17.1,1,0,1
4,8.5,561,1,0,0,0,0,5,0,3,5.459585514144159,34.0,1,1,0
1,1.5,415,1,1,1,0,0,1,0,1,5.934894195619588,1.5,1,0,0
2,3.5,74,2,1,0,0,0,1,0,1,5.616771097666572,7.0,1,0,1
2,3.6,563,1,0,1,0,0,1,0,1,5.8522024797744745,7.2,1,1,0
3,5.2,459,1,1,0,0,0,5,0,2,6.1675164908883415,15.600000000000001,1,0,0
3,5.6,200,1,1,0,0,0,5,0,2,5.849324779946859,16.799999999999997,1,0,0
2,4.7,456,1,1,1,0,0,3,0,1,5.849324779946859,9.4,1,0,0
2,4.2,456,1,1,0,0,0,5,0,1,5.877735781779639,8.4,1,0,0
2,5.2,89,3,0,1,0,0,5,0,2,5.697093486505405,10.4,1,1,1
2,4.6,190,3,1,1,0,0,1,0,1,4.499809670330265,9.2,0,0,1
3,5.9,94,3,0,1,0,0,3,1,2,6.570882962339584,17.700000000000003,1,1,1
3,6.1,284,1,0,1,0,0,2,0,2,6.386879319362645,18.299999999999997,1,1,0
2,5.2,119,3,0,0,0,0,1,0,2,6.349138991379798,10.4,1,1,1
2,4.0,908,2,1,1,0,0,1,0,2,5.905361848054571,8.0,1,0,1
0,0.0,79,3,0,1,0,0,2,0,1,6.210600077024653,0.0,1,1,1
2,4.5,787,3,1,0,0,0,5,0,2,6.415096959171596,9.0,1,0,1
2,3.3,456,1,1,1,0,0,5,0,1,5.093750200806762,6.6,0,0,0
1,2.4,561,1,1,1,0,0,2,0,0,4.6913478822291435,2.4,0,0,0
0,0.3,287,3,1,0,0,0,3,0,1,5.272999558563747,0.0,1,0,1
2,3.8,467,1,0,0,0,0,3,0,2,5.958424693029782,7.6,1,1,0
2,4.5,561,1,0,1,0,0,3,0,1,6.352629396319567,9.0,1,1,0
2,2.8,200,1,1,1,0,0,1,0,1,5.796057750765372,5.6,1,0,0
1,2.1,0,0,0,1,0,0,3,0,1,6.576469569048224,2.1,1,1,0
2,4.1,467,1,1,1,0,0,4,0,1,6.508769136971682,8.2,1,0,0
2,3.5,248,2,0,1,0,0,2,0,1,4.8283137373023015,7.0,0,1,1
0,0.0,400,3,0,0,0,0,2,0,1,6.410174881966167,0.0,1,1,1
3,7.0,79,3,1,1,0,0,4,0,2,4.709530201312334,21.0,0,0,1
0,0.0,79,3,1,0,0,0,5,1,1,6.4967749901858625,0.0,1,0,1
2,3.4,89,3,1,1,0,0,2,0,2,5.4638318050256105,6.8,1,0,1
1,2.3,120,3,1,1,0,0,5,0,1,6.139884552226255,2.3,1,0,1
2,4.5,571,1,1,0,0,0,1,0,1,6.253828811575473,9.0,1,0,0
3,6.0,459,1,0,0,0,0,4,1,2,5.996452088619021,18.0,1,1,0
2,4.2,330,3,1,1,0,0,2,0,2,6.461468176353717,8.4,1,0,1
2,4.9,327,3,1,1,0,0,2,0,2,6.434546518787453,9.8,1,0,1
2,4.0,459,1,1,1,0,0,4,0,1,6.0063531596017325,8.0,1,0,0
2,3.3,94,3,1,0,0,0,1,0,1,3.091042453358316,6.6,0,0,1
4,7.9,78,3,0,0,0,0,3,0,3,4.5217885770490405,31.6,0,1,1
3,6.6,571,1,1,0,0,0,2,0,2,6.393590753950631,19.799999999999997,1,0,0
1,0.6,362,1,0,1,0,0,3,0,1,6.2422232654551655,0.6,1,1,0
3,6.7,94,3,1,1,0,0,4,0,2,6.480044561926653,20.1,1,0,1
2,3.0,176,2,1,0,0,0,4,0,1,5.808142489980444,6.0,1,0,1
2,3.7,327,3,1,1,0,0,5,0,1,6.421622267806518,7.4,1,0,1
3,5.8,561,1,0,1,0,0,2,0,2,5.802118375377063,17.4,1,1,0
3,6.2,415,1,0,1,0,0,3,0,2,6.461468176353717,18.6,1,1,0
1,1.0,754,2,1,0,0,0,4,0,1,5.389071729816501,1.0,1,0,1
2,3.1,74,2,0,0,0,0,1,0,1,4.672828834461906,6.2,0,1,1
2,3.8,200,1,0,1,0,0,5,0,2,6.452048954437226,7.6,1,1,0
3,5.9,407,1,0,1,0,0,2,0,2,6.104793232414985,17.700000000000003,1,1,0
1,1.7,248,2,0,0,0,0,1,0,1,5.720311776607412,1.7,1,1,1
0,0.0,570,1,0,1,0,0,1,0,0,3.5553480614894135,0.0,0,1,0
2,4.2,571,1,1,0,0,0,5,0,1,5.25227342804663,8.4,1,0,0
0,0.0,78,3,1,0,0,0,1,0,1,6.306275286948016,0.0,1,0,1
3,6.7,787,3,1,1,0,0,4,0,2,4.532599493153256,20.1,0,0,1
2,3.3,674,2,0,0,0,0,4,0,2,5.5093883366279774,6.6,1,1,1
3,4.9,674,2,0,0,0,0,2,1,2,5.247024072160486,14.700000000000001,1,1,1
2,4.0,119,3,1,1,0,0,2,0,1,6.4425401664681985,8.0,1,0,1
1,1.0,284,1,1,0,0,0,4,0,1,6.354370040797351,1.0,1,0,0
3,4.9,570,1,0,0,0,0,2,0,1,6.259581464064923,14.700000000000001,1,1,0
1,1.4,22,3,1,0,0,0,3,0,1,6.504288173536645,1.4,1,0,1
1,0.8,571,1,0,0,0,0,3,0,0,4.77912349311153,0.8,0,1,0
1,1.5,674,2,1,1,0,0,1,0,1,6.405228458030842,1.5,1,0,1
2,4.9,287,3,1,0,0,0,3,0,2,5.170483995038151,9.8,0,0,1
3,6.2,78,3,0,0,0,0,1,0,2,2.995732273553991,18.6,0,1,1
1,1.8,190,3,1,1,0,0,1,1,1,5.568344503761097,1.8,1,0,1
0,0.0,330,3,1,0,0,0,4,0,1,5.8916442118257715,0.0,1,0,1
2,4.3,377,1,1,0,0,0,5,0,1,5.0106352940962555,8.6,0,0,0
2,2.6,369,1,1,1,0,0,3,0,1,1.3862943611198906,5.2,0,0,0
2,4.0,787,3,1,0,0,0,1,0,2,5.10594547390058,8.0,0,0,1
1,1.1,22,3,1,0,0,0,3,0,1,6.091309882077698,1.1,1,0,1
2,4.2,89,3,1,1,0,0,3,0,1,1.9459101490553132,8.4,0,0,1
1,2.0,74,2,0,1,0,0,4,0,1,4.795790545596741,2.0,0,1,1
0,0.9,287,3,0,1,0,0,1,0,1,6.013715156042802,0.0,1,1,1
4,8.4,369,1,0,0,0,0,5,0,3,6.484635235635252,33.6,1,1,0
2,4.7,459,1,1,0,0,0,3,0,1,6.037870919922137,9.4,1,0,0
1,1.0,570,1,1,0,0,0,3,0,1,5.996452088619021,1.0,1,0,0
1,1.6,200,1,0,1,0,0,4,0,1,5.634789603169249,1.6,1,1,0
1,2.7,248,2,0,1,0,0,4,0,1,4.406719247264253,2.7,0,1,1
2,4.4,190,3,0,1,0,0,5,0,2,6.529418838262226,8.8,1,1,1
1,2.5,459,1,0,1,0,0,5,0,1,5.5909869805108565,2.5,1,1,0
2,2.3,362,1,1,0,0,0,5,0,1,5.560681631015528,4.6,1,0,0
0,1.0,200,1,1,1,0,0,3,0,0,5.424950017481403,0.0,1,0,0
3,4.4,78,3,1,0,0,0,2,0,1,2.0794415416798357,13.200000000000001,0,0,1
3,6.2,330,3,1,0,0,0,4,1,2,1.791759469228055,18.6,0,0,1
1,2.5,284,1,0,0,0,0,1,0,1,5.823045895483019,2.5,1,1,0
2,4.3,561,1,1,1,0,0,4,0,1,5.811140992976701,8.6,1,0,0
3,6.3,787,3,1,0,0,0,1,0,2,6.293419278846481,18.9,1,0,1
3,6.4,476,3,0,0,0,0,1,0,2,5.135798437050262,19.200000000000003,0,1,1
2,4.8,22,3,1,1,0,0,3,0,2,5.976350909297934,9.6,1,0,1
3,5.0,456,1,0,0,0,0,3,0,2,6.326149473155099,15.0,1,1,0
1,2.1,74,2,1,0,0,0,4,0,1,4.912654885736052,2.1,0,0,1
3,8.1,754,2,0,0,0,0,4,0,2,6.505784060128229,24.299999999999997,1,1,1
1,0.0,20,2,1,1,0,0,4,0,0,5.973809611869261,0.0,1,0,1
1,2.7,134,3,1,0,0,0,2,0,1,5.5134287461649825,2.7,1,0,1
1,1.9,467,1,0,0,0,0,5,1,1,5.749392985908253,1.9,1,1,0
1,1.6,476,3,0,1,0,0,3,0,1,5.857933154483459,1.6,1,1,1
2,3.8,459,1,0,1,0,0,5,0,1,4.02535169073515,7.6,0,1,0
3,6.4,176,2,0,1,0,0,4,0,2,4.976733742420574,19.200000000000003,0,1,1
0,0.0,79,3,0,1,0,0,2,0,1,6.3578422665081,0.0,1,1,1
0,1.0,476,3,1,0,0,0,1,0,0,3.6635616461296463,0.0,0,0,1
4,7.3,369,1,1,0,0,0,4,0,2,6.459904454377535,29.2,1,0,0
4,6.8,415,1,1,1,0,0,1,1,2,6.516193076042964,27.2,1,0,0
3,5.6,415,1,1,0,0,0,5,0,2,5.846438775057725,16.799999999999997,1,0,0
1,1.5,467,1,1,1,0,0,2,1,0,5.736572297479192,1.5,1,0,0
3,7.7,415,1,0,1,0,0,4,0,2,6.255750041753367,23.1,1,1,0
2,3.5,908,2,1,0,0,0,4,0,1,6.342121418721152,7.0,1,0,1
2,2.3,377,1,1,1,0,0,4,0,1,5.846438775057725,4.6,1,0,0
2,3.5,20,2,1,1,0,0,5,0,1,4.110873864173311,7.0,0,0,1
3,6.4,79,3,0,1,0,0,5,0,2,6.56244409369372,19.200000000000003,1,1,1
3,6.6,377,1,0,1,0,0,1,0,2,1.9459101490553132,19.799999999999997,0,1,0
2,4.2,571,1,0,1,0,0,3,0,1,5.929589143389895,8.4,1,1,0
3,7.3,407,1,1,0,0,0,1,0,2,6.532334292222349,21.9,1,0,0
1,1.7,571,1,0,0,0,0,5,0,1,4.700480365792417,1.7,0,1,0
0,0.0,330,3,0,0,0,0,4,0,1,6.385194398997726,0.0,1,1,1
2,3.7,563,1,0,1,0,0,5,0,1,6.180016653652572,7.4,1,1,0
3,5.0,459,1,1,1,0,0,2,0,1,5.594711379601839,15.0,1,0,0
1,1.6,407,1,0,1,0,0,4,0,1,5.739792912179234,1.6,1,1,0
3,5.8,571,1,1,1,0,0,2,0,2,6.335054251498059,17.4,1,0,0
0,0.6,362,1,1,1,0,0,3,0,0,4.634728988229636,0.0,0,0,0
2,3.7,248,2,1,0,0,0,2,0,1,5.91350300563827,7.4,1,0,1
2,3.0,369,1,1,1,0,0,5,0,1,6.269096283706261,6.0,1,0,0
1,0.7,20,2,1,1,0,0,3,0,1,5.976350909297934,0.7,1,0,1
3,6.2,400,3,0,0,0,0,3,0,2,5.7899601708972535,18.6,1,1,1
1,2.1,89,3,1,0,0,0,3,0,1,5.942799375126701,2.1,1,0,1
4,8.3,570,1,0,0,0,0,2,1,2,6.396929655216146,33.2,1,1,0
2,5.1,0,0,1,0,0,0,5,1,1,6.508769136971682,10.2,1,0,0
0,0.0,134,3,0,1,0,0,5,0,0,3.970291913552122,0.0,0,1,1
0,0.8,908,2,1,1,0,0,3,0,0,6.46302945692067,0.0,1,0,1
2,3.4,120,3,0,1,0,0,2,0,2,6.150602768446279,6.8,1,1,1
3,6.0,908,2,1,0,0,0,1,0,2,5.62040086571715,18.0,1,0,1
2,4.0,476,3,1,0,0,0,2,0,2,6.129050210060545,8.0,1,0,1
2,3.0,570,1,0,0,0,0,5,0,1,5.82600010738045,6.0,1,1,0
2,4.1,287,3,0,1,0,0,2,0,2,6.473890696352274,8.2,1,1,1
2,4.0,459,1,0,0,0,0,5,0,2,6.0112671744041615,8.0,1,1,0
2,4.4,563,1,1,1,0,0,4,0,1,5.7899601708972535,8.8,1,0,0
2,3.1,407,1,1,1,0,0,3,0,1,6.1224928095143865,6.2,1,0,0
3,6.0,134,3,1,1,0,0,4,0,2,4.9344739331306915,18.0,0,0,1
4,9.1,287,3,0,1,0,0,5,0,3,6.333279628139691,36.4,1,1,1
2,5.7,571,1,0,0,0,0,1,0,1,5.003946305945459,11.4,0,1,0
0,1.0,79,3,1,1,0,0,5,0,0,2.8903717578961645,0.0,0,0,1
1,1.1,94,3,0,0,0,0,3,0,1,3.6375861597263857,1.1,0,1,1
2,4.4,0,0,0,0,0,0,5,0,1,3.8918202981106265,8.8,0,1,0
1,1.6,415,1,0,1,0,0,5,0,1,4.30406509320417,1.6,0,1,0
4,8.2,407,1,1,1,0,0,5,0,2,3.6109179126442243,32.8,0,0,0
2,3.4,119,3,0,1,0,0,1,0,1,5.393627546352362,6.8,1,1,1
2,2.6,248,2,1,0,0,0,3,1,1,6.553933404025811,5.2,1,0,1
3,5.7,467,1,1,0,0,0,5,0,2,4.31748811353631,17.1,0,0,0
1,2.6,400,3,1,0,0,0,2,0,1,6.202535517187923,2.6,1,0,1
3,6.2,134,3,0,0,0,0,2,0,2,6.455198563340122,18.6,1,1,1
0,0.3,22,3,0,1,0,0,4,0,1,6.3818160174060985,0.0,1,1,1
4,8.3,327,3,0,0,0,0,3,0,3,3.6635616461296463,33.2,0,1,1
3,6.4,467,1,1,0,0,0,2,0,2,5.594711379601839,19.200000000000003,1,0,0
3,5.8,327,3,0,1,0,0,3,0,2,6.0867747269123065,17.4,1,1,1
2,4.1,119,3,0,0,0,0,1,0,2,6.315358001522335,8.2,1,1,1
3,7.4,571,1,1,0,0,0,5,0,2,4.6443908991413725,22.200000000000003,0,0,0
2,4.1,571,1,0,1,0,0,1,0,1,5.393627546352362,8.2,1,1,0
2,4.0,369,1,0,1,0,0,1,0,1,6.0867747269123065,8.0,1,1,0
0,0.1,570,1,0,1,0,0,2,0,0,6.259581464064923,0.0,1,1,0
2,3.7,176,2,1,0,0,0,1,0,1,6.398594934535208,7.4,1,0,1
0,0.2,134,3,0,0,0,0,5,0,1,6.373319789577012,0.0,1,1,1
3,5.9,456,1,0,0,0,0,3,0,2,5.971261839790462,17.700000000000003,1,1,0
4,7.4,467,1,0,0,0,0,1,0,2,5.855071922202427,29.6,1,1,0
1,2.1,22,3,1,0,0,0,4,0,1,6.192362489474872,2.1,1,0,1
0,0.0,0,0,1,0,0,0,2,0,0,5.484796933490655,0.0,1,0,0
2,2.4,908,2,1,1,0,0,3,0,1,5.733341276897746,4.8,1,0,1
3,6.5,327,3,0,1,0,0,5,0,2,5.062595033026967,19.5,0,1,1
0,0.0,330,3,0,1,0,0,3,0,1,6.551080335043404,0.0,1,1,1
0,0.6,74,2,0,1,0,0,4,0,0,5.545177444479562,0.0,1,1,1
2,2.9,74,2,0,0,0,0,4,0,1,6.444131256700441,5.8,1,1,1
3,6.8,248,2,1,1,0,0,3,0,2,5.82600010738045,20.4,1,0,1
1,2.0,176,2,0,1,0,0,2,0,1,4.804021044733257,2.0,0,1,1
1,0.2,674,2,1,0,0,0,5,0,1,5.8944028342648505,0.2,1,0,1
2,4.1,78,3,1,1,0,0,2,0,2,5.8998973535824915,8.2,1,0,1
1,1.7,79,3,1,1,0,0,1,0,1,2.8903717578961645,1.7,0,0,1
3,5.6,476,3,1,1,0,0,2,0,2,5.857933154483459,16.799999999999997,1,0,1
4,7.4,561,1,1,1,0,0,4,0,2,4.787491742782046,29.6,0,0,0
3,5.9,456,1,1,1,0,0,1,0,2,6.363028103540465,17.700000000000003,1,0,0
3,5.6,94,3,1,1,0,0,3,0,2,5.981414211254481,16.799999999999997,1,0,1
2,2.5,248,2,1,0,0,0,1,0,1,5.407171771460119,5.0,1,0,1
3,7.0,200,1,0,0,0,0,5,0,2,0.6931471805599453,21.0,0,1,0
1,1.8,176,2,0,0,0,0,2,0,1,6.0330862217988015,1.8,1,1,1
0,0.0,369,1,0,0,0,0,2,0,0,6.244166900663736,0.0,1,1,0
2,3.1,0,0,1,1,0,0,4,0,1,5.736572297479192,6.2,1,0,0
0,0.6,89,3,1,1,0,0,5,0,0,6.493753839851686,0.0,1,0,1
3,5.0,674,2,0,1,0,0,1,0,2,4.969813299576001,15.0,0,1,1
2,4.1,248,2,0,0,0,0,5,0,1,6.311734809152915,8.2,1,1,1
4,7.5,754,2,1,0,0,0,2,0,2,5.8916442118257715,30.0,1,0,1
1,1.6,120,3,0,1,0,0,1,0,1,5.438079308923196,1.6,1,1,1
2,3.1,284,1,0,0,0,0,1,0,1,5.351858133476067,6.2,1,1,0
3,5.5,78,3,1,1,0,0,3,0,2,5.796057750765372,16.5,1,0,1
1,2.0,407,1,1,1,0,0,2,0,1,4.07753744390572,2.0,0,0,0
2,4.2,362,1,1,0,0,0,2,0,1,6.16541785423142,8.4,1,0,0
2,3.4,400,3,1,0,0,0,1,0,1,5.700443573390687,6.8,1,0,1
4,7.9,0,0,0,0,0,0,1,0,2,6.208590026096629,31.6,1,1,0
3,6.7,459,1,0,1,0,0,4,0,2,5.932245187448011,20.1,1,1,0
